Latitude__,Longitude,Month,Year,Encounters
-14.405,131.585,6,2021,1
-14.403,131.584,6,2021,1
-14.402,131.584,6,2021,1
-14.4,131.585,6,2021,1
-14.397,131.585,6,2021,2
-14.395,131.586,6,2021,2
-14.393,131.585,6,2021,1
-14.39,131.583,6,2021,2
-14.389,131.583,6,2021,1
-14.386,131.58,6,2021,1
-14.384,131.58,6,2021,4
-14.383,131.58,6,2021,1
-14.382,131.58,6,2021,1
-14.38,131.579,6,2021,1
-14.377,131.579,6,2021,2
-14.373,131.577,6,2021,1
-14.373,131.578,6,2021,1
-14.365,131.557,6,2021,1
-14.365,131.562,6,2021,2
-14.364,131.575,6,2021,1
-14.362,131.565,6,2021,1
-14.362,131.575,6,2021,1
-14.36,131.568,6,2021,1
-14.36,131.576,6,2021,1
-14.357,131.572,6,2021,1
-14.066,131.227,6,2021,3
-14.065,131.226,6,2021,1
-14.065,131.227,6,2021,1
-14.058,131.224,6,2021,1
-14.056,131.221,6,2021,1
-14.054,131.218,6,2021,1
-14.054,131.219,6,2021,1
-14.053,131.214,6,2021,1
-14.053,131.215,6,2021,1
-14.053,131.216,6,2021,1
-14.052,131.212,6,2021,1
-14.049,131.209,6,2021,5
-14.044,131.211,6,2021,1
-14.04,131.213,6,2021,1
-14.031,131.216,6,2021,1
-14.028,131.216,6,2021,1
-14.025,131.217,6,2021,2
-14.022,131.219,6,2021,1
-14.021,131.223,6,2021,2
-14.021,131.224,6,2021,2
-14.021,131.225,6,2021,1
-14.021,131.23,6,2021,2
-14.02,131.235,6,2021,1
-14.018,131.238,6,2021,1
-14.018,131.239,6,2021,1
-14.013,131.242,6,2021,2
-14.012,131.242,6,2021,1
-14.011,131.243,6,2021,1
-14.01,131.243,6,2021,2
-14.007,131.242,6,2021,8
-14.006,131.241,6,2021,4
-14.005,131.241,6,2021,1
-14.004,131.239,6,2021,1
-14.002,131.236,6,2021,2
-14.001,131.233,6,2021,1
-14.0,131.231,6,2021,1
-13.998,131.227,6,2021,1
-13.998,131.228,6,2021,2
-13.995,131.226,6,2021,1
-13.994,131.226,6,2021,1
-13.993,131.226,6,2021,1
-13.992,131.227,6,2021,1
-13.99,131.227,6,2021,1
-13.987,131.227,6,2021,1
-13.986,131.226,6,2021,1
-13.984,131.224,6,2021,3
-13.983,131.216,6,2021,2
-13.983,131.221,6,2021,2
-13.983,131.223,6,2021,3
-13.981,131.214,6,2021,1
-13.98,131.213,6,2021,1
-13.979,131.213,6,2021,1
-13.978,131.213,6,2021,1
-13.976,131.213,6,2021,1
-13.969,131.2,6,2021,1
-13.968,131.203,6,2021,1
-13.968,131.204,6,2021,1
-13.968,131.212,6,2021,1
-13.967,131.206,6,2021,1
-13.967,131.207,6,2021,1
-13.967,131.208,6,2021,1
-13.967,131.209,6,2021,2
-13.967,131.21,6,2021,1
-13.964,131.194,6,2021,3
-13.963,131.194,6,2021,3
-13.961,131.193,6,2021,1
-13.958,131.194,6,2021,3
-13.955,131.194,6,2021,2
-13.952,131.195,6,2021,1
-13.951,130.854,6,2021,1
-13.95,130.848,6,2021,2
-13.95,130.85,6,2021,1
-13.95,130.851,6,2021,2
-13.95,130.856,6,2021,1
-13.949,130.844,6,2021,2
-13.949,130.846,6,2021,1
-13.949,131.195,6,2021,1
-13.948,130.843,6,2021,2
-13.948,130.857,6,2021,1
-13.947,130.857,6,2021,1
-13.947,130.858,6,2021,2
-13.946,130.841,6,2021,2
-13.946,130.842,6,2021,4
-13.944,130.841,6,2021,1
-13.944,130.862,6,2021,2
-13.944,130.863,6,2021,1
-13.944,131.193,6,2021,1
-13.944,131.194,6,2021,1
-13.943,130.84,6,2021,3
-13.943,130.864,6,2021,1
-13.943,130.865,6,2021,1
-13.943,130.867,6,2021,2
-13.943,131.191,6,2021,1
-13.943,131.192,6,2021,1
-13.942,130.867,6,2021,1
-13.942,130.868,6,2021,1
-13.942,131.188,6,2021,2
-13.942,131.19,6,2021,1
-13.941,130.84,6,2021,1
-13.941,130.869,6,2021,2
-13.941,130.87,6,2021,1
-13.941,130.871,6,2021,2
-13.941,131.185,6,2021,1
-13.941,131.187,6,2021,2
-13.94,130.84,6,2021,1
-13.94,130.873,6,2021,6
-13.939,130.874,6,2021,10
-13.939,131.183,6,2021,1
-13.939,131.184,6,2021,1
-13.938,130.84,6,2021,3
-13.936,131.182,6,2021,2
-13.935,131.181,6,2021,1
-13.934,130.876,6,2021,1
-13.934,131.182,6,2021,1
-13.933,130.841,6,2021,2
-13.933,130.876,6,2021,1
-13.933,131.182,6,2021,2
-13.932,130.841,6,2021,1
-13.932,130.876,6,2021,1
-13.932,131.182,6,2021,1
-13.931,130.842,6,2021,1
-13.931,130.876,6,2021,1
-13.931,131.182,6,2021,1
-13.931,131.183,6,2021,1
-13.929,131.184,6,2021,1
-13.928,131.186,6,2021,2
-13.927,130.841,6,2021,2
-13.927,130.877,6,2021,1
-13.927,131.188,6,2021,1
-13.927,131.189,6,2021,1
-13.927,131.19,6,2021,3
-13.925,130.877,6,2021,1
-13.924,130.84,6,2021,1
-13.924,130.878,6,2021,1
-13.924,131.198,6,2021,1
-13.923,130.878,6,2021,2
-13.923,131.199,6,2021,2
-13.922,131.2,6,2021,1
-13.922,131.201,6,2021,1
-13.92,130.88,6,2021,1
-13.92,130.924,6,2021,6
-13.92,130.925,6,2021,2
-13.92,130.926,6,2021,2
-13.919,130.837,6,2021,1
-13.919,130.923,6,2021,6
-13.918,130.837,6,2021,1
-13.918,130.881,6,2021,1
-13.917,130.921,6,2021,2
-13.917,130.922,6,2021,1
-13.917,130.935,6,2021,2
-13.917,130.936,6,2021,5
-13.917,131.203,6,2021,1
-13.916,130.835,6,2021,1
-13.916,130.883,6,2021,1
-13.916,130.92,6,2021,1
-13.916,130.936,6,2021,5
-13.916,130.937,6,2021,6
-13.916,131.204,6,2021,1
-13.915,130.835,6,2021,3
-13.915,130.884,6,2021,2
-13.915,130.918,6,2021,1
-13.915,131.204,6,2021,3
-13.914,130.917,6,2021,1
-13.914,131.204,6,2021,1
-13.913,130.885,6,2021,1
-13.913,130.911,6,2021,1
-13.913,130.913,6,2021,1
-13.913,130.941,6,2021,2
-13.913,130.971,6,2021,1
-13.913,131.204,6,2021,1
-13.912,130.809,6,2021,1
-13.912,130.81,6,2021,1
-13.912,130.811,6,2021,1
-13.912,130.833,6,2021,1
-13.912,130.834,6,2021,1
-13.912,130.886,6,2021,3
-13.912,130.907,6,2021,1
-13.912,130.909,6,2021,1
-13.912,130.942,6,2021,1
-13.912,130.969,6,2021,1
-13.911,130.802,6,2021,1
-13.911,130.816,6,2021,2
-13.911,130.833,6,2021,1
-13.911,130.906,6,2021,2
-13.911,130.944,6,2021,3
-13.911,130.947,6,2021,1
-13.911,130.95,6,2021,1
-13.911,130.958,6,2021,2
-13.911,130.959,6,2021,1
-13.911,130.96,6,2021,2
-13.911,130.967,6,2021,1
-13.911,130.969,6,2021,1
-13.91,130.8,6,2021,5
-13.91,130.801,6,2021,1
-13.91,130.818,6,2021,1
-13.91,130.832,6,2021,1
-13.91,130.888,6,2021,2
-13.91,130.9,6,2021,1
-13.91,130.901,6,2021,1
-13.91,130.902,6,2021,1
-13.909,130.8,6,2021,3
-13.909,130.823,6,2021,2
-13.909,130.824,6,2021,2
-13.909,130.826,6,2021,2
-13.909,130.888,6,2021,2
-13.909,130.895,6,2021,1
-13.909,130.896,6,2021,1
-13.909,130.897,6,2021,1
-13.909,130.898,6,2021,1
-13.908,130.8,6,2021,8
-13.908,130.825,6,2021,1
-13.908,130.829,6,2021,2
-13.908,130.89,6,2021,1
-13.908,130.892,6,2021,1
-13.908,130.894,6,2021,1
-13.907,130.8,6,2021,1
-13.907,130.831,6,2021,2
-13.907,131.207,6,2021,4
-13.906,131.207,6,2021,2
-13.905,131.208,6,2021,1
-13.904,130.801,6,2021,2
-13.904,131.209,6,2021,1
-13.902,131.213,6,2021,1
-13.901,131.215,6,2021,1
-13.9,130.802,6,2021,1
-13.899,130.801,6,2021,6
-13.899,131.218,6,2021,2
-13.898,130.801,6,2021,4
-13.898,131.219,6,2021,1
-13.897,130.8,6,2021,3
-13.896,130.8,6,2021,1
-13.895,130.797,6,2021,1
-13.895,130.799,6,2021,2
-13.895,131.221,6,2021,1
-13.894,130.795,6,2021,7
-13.894,130.799,6,2021,1
-13.893,130.755,6,2021,6
-13.893,130.756,6,2021,1
-13.893,130.757,6,2021,3
-13.893,130.793,6,2021,2
-13.892,130.758,6,2021,10
-13.892,130.791,6,2021,1
-13.892,130.792,6,2021,1
-13.892,131.221,6,2021,1
-13.891,130.751,6,2021,1
-13.891,130.752,6,2021,1
-13.891,130.758,6,2021,5
-13.89,130.759,6,2021,1
-13.889,130.746,6,2021,1
-13.889,131.221,6,2021,1
-13.888,130.746,6,2021,1
-13.888,130.759,6,2021,1
-13.888,130.785,6,2021,1
-13.887,130.758,6,2021,2
-13.887,130.783,6,2021,1
-13.887,131.221,6,2021,1
-13.886,130.743,6,2021,1
-13.886,130.758,6,2021,2
-13.885,130.74,6,2021,3
-13.885,130.782,6,2021,1
-13.884,130.739,6,2021,1
-13.884,130.76,6,2021,1
-13.884,130.768,6,2021,1
-13.884,130.769,6,2021,1
-13.884,130.772,6,2021,2
-13.884,130.781,6,2021,2
-13.883,130.738,6,2021,2
-13.883,130.761,6,2021,3
-13.883,130.763,6,2021,1
-13.883,130.764,6,2021,1
-13.883,130.766,6,2021,1
-13.883,130.773,6,2021,1
-13.883,130.775,6,2021,6
-13.882,130.738,6,2021,1
-13.882,130.762,6,2021,1
-13.882,130.777,6,2021,4
-13.882,130.779,6,2021,1
-13.881,130.738,6,2021,1
-13.88,130.737,6,2021,1
-13.879,130.737,6,2021,1
-13.878,130.737,6,2021,1
-13.878,131.165,6,2021,2
-13.877,131.164,6,2021,1
-13.877,131.219,6,2021,1
-13.876,131.162,6,2021,1
-13.875,131.17,6,2021,2
-13.874,130.736,6,2021,2
-13.874,131.219,6,2021,1
-13.873,131.218,6,2021,1
-13.872,130.737,6,2021,1
-13.872,131.218,6,2021,1
-13.871,130.736,6,2021,1
-13.871,130.737,6,2021,2
-13.871,131.159,6,2021,1
-13.87,131.174,6,2021,1
-13.87,131.175,6,2021,2
-13.87,131.176,6,2021,1
-13.87,131.198,6,2021,1
-13.87,131.202,6,2021,1
-13.87,131.206,6,2021,1
-13.87,131.208,6,2021,1
-13.87,131.216,6,2021,2
-13.869,131.178,6,2021,1
-13.869,131.213,6,2021,2
-13.869,131.215,6,2021,1
-13.868,131.158,6,2021,1
-13.868,131.18,6,2021,1
-13.868,131.196,6,2021,1
-13.867,130.737,6,2021,2
-13.867,131.182,6,2021,1
-13.866,130.737,6,2021,1
-13.866,131.158,6,2021,1
-13.866,131.182,6,2021,1
-13.866,131.192,6,2021,1
-13.865,130.737,6,2021,5
-13.865,131.183,6,2021,1
-13.864,131.087,6,2021,1
-13.864,131.19,6,2021,2
-13.863,130.738,6,2021,1
-13.863,131.185,6,2021,1
-13.862,130.739,6,2021,9
-13.862,131.078,6,2021,1
-13.862,131.185,6,2021,2
-13.862,131.187,6,2021,1
-13.861,131.077,6,2021,3
-13.861,131.092,6,2021,1
-13.861,131.158,6,2021,1
-13.86,130.74,6,2021,6
-13.859,130.74,6,2021,1
-13.858,130.74,6,2021,2
-13.857,131.094,6,2021,2
-13.857,131.158,6,2021,1
-13.856,130.738,6,2021,3
-13.855,130.738,6,2021,1
-13.855,131.095,6,2021,2
-13.853,130.738,6,2021,4
-13.853,131.155,6,2021,2
-13.853,131.156,6,2021,1
-13.852,131.155,6,2021,1
-13.85,130.737,6,2021,1
-13.848,130.734,6,2021,1
-13.847,131.149,6,2021,1
-13.846,131.097,6,2021,1
-13.845,130.732,6,2021,3
-13.845,131.098,6,2021,1
-13.844,131.147,6,2021,1
-13.843,130.732,6,2021,2
-13.843,131.146,6,2021,1
-13.841,130.733,6,2021,5
-13.84,131.144,6,2021,1
-13.839,131.098,6,2021,2
-13.839,131.122,6,2021,2
-13.839,131.143,6,2021,1
-13.838,131.117,6,2021,1
-13.838,131.131,6,2021,1
-13.838,131.135,6,2021,1
-13.837,131.112,6,2021,1
-13.837,131.115,6,2021,1
-13.837,131.137,6,2021,1
-13.837,131.141,6,2021,1
-13.836,130.735,6,2021,2
-13.836,131.099,6,2021,1
-13.836,131.14,6,2021,1
-13.835,131.1,6,2021,5
-13.834,131.101,6,2021,3
-13.834,131.102,6,2021,1
-13.834,131.105,6,2021,1
-13.833,130.736,6,2021,3
-13.832,130.736,6,2021,3
-13.831,130.735,6,2021,3
-13.831,130.736,6,2021,1
-13.83,130.735,6,2021,1
-13.828,130.732,6,2021,2
-13.827,130.731,6,2021,8
-13.826,130.729,6,2021,2
-13.825,130.728,6,2021,1
-13.822,130.722,6,2021,3
-13.822,130.723,6,2021,1
-13.822,130.724,6,2021,1
-13.821,130.719,6,2021,1
-13.821,130.72,6,2021,2
-13.821,130.721,6,2021,2
-13.82,130.718,6,2021,1
-13.82,130.719,6,2021,1
-13.818,130.715,6,2021,2
-13.817,130.714,6,2021,1
-13.815,130.714,6,2021,1
-13.814,130.715,6,2021,5
-13.814,130.716,6,2021,1
-13.813,130.716,6,2021,1
-13.813,130.717,6,2021,1
-13.812,130.717,6,2021,1
-13.81,130.72,6,2021,1
-13.806,130.723,6,2021,1
-13.802,130.726,6,2021,1
-13.799,130.724,6,2021,1
-13.797,130.721,6,2021,1
-13.793,130.714,6,2021,1
-13.793,130.715,6,2021,1
-13.79,130.712,6,2021,1
-13.788,130.713,6,2021,1
-13.782,130.715,6,2021,1
-13.778,130.718,6,2021,2
-13.778,130.719,6,2021,1
-13.776,130.72,6,2021,1
-13.772,130.722,6,2021,1
-13.772,130.723,6,2021,1
-13.771,130.723,6,2021,1
-13.77,130.722,6,2021,3
-13.769,130.714,6,2021,3
-13.769,130.716,6,2021,2
-13.769,130.717,6,2021,4
-13.769,130.72,6,2021,2
-13.769,130.722,6,2021,1
-13.768,130.711,6,2021,3
-13.752,130.688,6,2022,2
-13.752,130.69,6,2022,2
-13.751,130.687,6,2022,2
-13.75,130.685,6,2022,1
-13.747,130.684,6,2022,1
-13.747,130.685,6,2022,1
-13.746,130.685,6,2022,2
-13.74,130.686,6,2022,2
-13.733,130.687,6,2022,1
-13.732,130.686,6,2022,1
-13.73,130.685,6,2022,1
-13.726,130.68,6,2022,1
-13.723,130.676,6,2022,1
-13.722,130.676,6,2022,2
-13.721,130.674,6,2022,2
-13.721,130.675,6,2022,1
-13.714,130.668,6,2022,1
-13.712,130.668,6,2022,1
-13.711,130.667,6,2022,3
-13.71,130.668,6,2022,3
-13.709,130.668,6,2022,2
-13.707,130.668,6,2022,1
-13.698,130.67,6,2022,1
-13.697,130.67,6,2022,1
-13.693,130.666,6,2022,1
-13.692,130.665,6,2022,1
-13.69,130.664,6,2022,2
-13.689,130.663,6,2022,4
-13.688,130.663,6,2022,3
-13.687,130.62,6,2022,2
-13.687,130.663,6,2022,1
-13.686,130.618,6,2022,2
-13.686,130.663,6,2022,2
-13.685,130.58,6,2022,2
-13.685,130.582,6,2022,1
-13.685,130.609,6,2022,1
-13.685,130.625,6,2022,1
-13.684,130.579,6,2022,1
-13.684,130.587,6,2022,1
-13.684,130.589,6,2022,1
-13.684,130.591,6,2022,1
-13.684,130.595,6,2022,1
-13.684,130.599,6,2022,1
-13.684,130.6,6,2022,1
-13.684,130.603,6,2022,1
-13.684,130.662,6,2022,1
-13.683,130.578,6,2022,1
-13.683,130.588,6,2022,1
-13.683,130.589,6,2022,1
-13.683,130.617,6,2022,1
-13.683,130.627,6,2022,1
-13.682,130.609,6,2022,1
-13.682,130.616,6,2022,1
-13.682,130.638,6,2022,2
-13.682,130.639,6,2022,1
-13.682,130.642,6,2022,1
-13.681,130.609,6,2022,7
-13.681,130.633,6,2022,2
-13.681,130.642,6,2022,2
-13.68,130.609,6,2022,3
-13.68,130.61,6,2022,1
-13.68,130.629,6,2022,2
-13.68,130.631,6,2022,1
-13.68,130.643,6,2022,2
-13.68,130.66,6,2022,2
-13.679,130.609,6,2022,1
-13.679,130.61,6,2022,1
-13.679,130.611,6,2022,3
-13.679,130.613,6,2022,3
-13.679,130.614,6,2022,1
-13.679,130.659,6,2022,1
-13.678,130.577,6,2022,2
-13.678,130.61,6,2022,6
-13.678,130.658,6,2022,1
-13.677,130.576,6,2022,1
-13.676,130.576,6,2022,1
-13.675,130.656,6,2022,1
-13.674,130.644,6,2022,1
-13.674,130.656,6,2022,3
-13.672,130.576,6,2022,1
-13.672,130.644,6,2022,2
-13.672,130.657,6,2022,1
-13.672,130.658,6,2022,3
-13.671,130.658,6,2022,4
-13.67,130.647,6,2022,1
-13.67,130.648,6,2022,1
-13.669,130.649,6,2022,2
-13.668,130.575,6,2022,1
-13.668,130.65,6,2022,1
-13.668,130.651,6,2022,1
-13.668,130.658,6,2022,1
-13.667,130.651,6,2022,1
-13.667,130.657,6,2022,1
-13.666,130.653,6,2022,5
-13.666,130.655,6,2022,4
-13.666,130.657,6,2022,1
-13.659,130.573,6,2022,1
-13.658,130.573,6,2022,1
-13.655,130.573,6,2022,2
-13.651,130.574,6,2022,1
-13.65,130.574,6,2022,1
-13.647,130.574,6,2022,1
-13.64,130.571,6,2022,1
-13.639,130.57,6,2022,1
-13.638,130.569,6,2022,1
-13.635,130.567,6,2022,1
-13.633,130.564,6,2022,1
-13.63,130.558,6,2022,1
-13.629,130.555,6,2022,1
-13.628,130.553,6,2022,2
-13.626,130.55,6,2022,1
-13.625,130.55,6,2022,1
-13.621,130.552,6,2022,1
-13.618,130.554,6,2022,1
-13.617,130.556,6,2022,1
-13.615,130.556,6,2022,1
-13.612,130.564,6,2022,1
-13.611,130.565,6,2022,2
-13.61,130.562,6,2022,4
-13.609,130.542,6,2022,1
-13.609,130.549,6,2022,1
-13.609,130.553,6,2022,2
-13.609,130.561,6,2022,1
-13.609,130.562,6,2022,7
-13.609,130.563,6,2022,15
-13.609,130.564,6,2022,2
-13.608,130.56,6,2022,2
-13.607,130.557,6,2022,1
-13.607,130.558,6,2022,1
-13.605,130.534,6,2022,1
-13.605,130.565,6,2022,1
-13.604,130.533,6,2022,1
-13.604,130.565,6,2022,1
-13.604,130.568,6,2022,1
-13.602,130.565,6,2022,1
-13.601,130.566,6,2022,1
-13.599,130.529,6,2022,1
-13.597,130.528,6,2022,2
-13.584,130.524,6,2022,1
-13.581,130.523,6,2022,1
-13.577,130.521,6,2022,2
-13.575,130.519,6,2022,1
-13.574,130.518,6,2022,1
-13.571,130.518,6,2022,1
-13.57,130.518,6,2022,1
-13.569,130.518,6,2022,2
-13.567,130.517,6,2022,2
-13.567,130.518,6,2022,1
-13.561,130.517,6,2022,1
-13.559,130.519,6,2022,1
-13.558,130.519,6,2022,2
-13.556,130.52,6,2022,2
-13.555,130.52,6,2022,2
-13.552,130.515,6,2022,1
-13.546,130.507,6,2022,1
-13.545,130.508,6,2022,1
-13.543,130.501,6,2022,1
-13.542,130.5,6,2022,1
-13.541,130.498,6,2022,1
-13.539,130.494,6,2022,1
-13.538,130.492,6,2022,1
-13.538,130.493,6,2022,1
-13.536,130.489,6,2022,1
-13.535,130.49,6,2022,1
-13.532,130.488,6,2022,1
-13.528,130.483,6,2022,1
-13.525,130.48,6,2022,1
-13.525,130.482,6,2022,1
-13.523,130.479,6,2022,1
-13.521,130.477,6,2022,1
-13.519,130.476,6,2022,1
-13.517,130.472,6,2022,1
-13.514,130.469,6,2022,1
-13.513,130.47,6,2022,1
-13.509,130.463,6,2022,1
-13.508,130.421,6,2022,1
-13.508,130.424,6,2022,1
-13.507,130.418,6,2022,1
-13.507,130.419,6,2022,2
-13.507,130.423,6,2022,2
-13.507,130.427,6,2022,1
-13.507,130.461,6,2022,1
-13.506,130.412,6,2022,2
-13.506,130.418,6,2022,1
-13.506,130.425,6,2022,1
-13.506,130.426,6,2022,2
-13.506,130.428,6,2022,1
-13.506,130.46,6,2022,2
-13.506,130.462,6,2022,4
-13.505,130.426,6,2022,1
-13.505,130.427,6,2022,3
-13.505,130.428,6,2022,2
-13.505,130.461,6,2022,2
-13.504,130.409,6,2022,1
-13.504,130.415,6,2022,1
-13.504,130.427,6,2022,1
-13.504,130.428,6,2022,2
-13.504,130.459,6,2022,1
-13.504,130.46,6,2022,2
-13.503,130.426,6,2022,2
-13.503,130.427,6,2022,4
-13.503,130.428,6,2022,2
-13.503,130.46,6,2022,8
-13.502,130.405,6,2022,2
-13.502,130.409,6,2022,1
-13.502,130.426,6,2022,2
-13.502,130.428,6,2022,2
-13.502,130.46,6,2022,13
-13.502,130.461,6,2022,2
-13.502,130.471,6,2022,1
-13.502,130.472,6,2022,1
-13.501,130.425,6,2022,13
-13.501,130.428,6,2022,1
-13.501,130.46,6,2022,1
-13.501,130.461,6,2022,8
-13.501,130.471,6,2022,1
-13.5,130.406,6,2022,1
-13.5,130.424,6,2022,3
-13.5,130.425,6,2022,5
-13.5,130.461,6,2022,1
-13.5,130.462,6,2022,1
-13.5,130.463,6,2022,1
-13.5,130.472,6,2022,2
-13.5,130.473,6,2022,4
-13.5,130.474,6,2022,2
-13.499,130.405,6,2022,1
-13.499,130.424,6,2022,1
-13.499,130.427,6,2022,1
-13.499,130.463,6,2022,2
-13.499,130.466,6,2022,2
-13.499,130.467,6,2022,4
-13.499,130.468,6,2022,4
-13.499,130.469,6,2022,1
-13.499,130.47,6,2022,7
-13.499,130.473,6,2022,3
-13.499,130.474,6,2022,1
-13.498,130.474,6,2022,2
-13.496,130.402,6,2022,1
-13.496,130.424,6,2022,1
-13.496,130.472,6,2022,1
-13.495,130.4,6,2022,1
-13.494,130.42,6,2022,1
-13.493,130.396,6,2022,1
-13.492,130.421,6,2022,2
-13.489,130.393,6,2022,1
-13.489,130.467,6,2022,1
-13.488,130.414,6,2022,1
-13.487,130.39,6,2022,1
-13.487,130.412,6,2022,1
-13.487,130.413,6,2022,1
-13.486,130.388,6,2022,1
-13.485,130.383,6,2022,1
-13.485,130.384,6,2022,1
-13.485,130.386,6,2022,1
-13.484,130.38,6,2022,1
-13.484,130.381,6,2022,1
-13.483,130.461,6,2022,1
-13.482,130.379,6,2022,2
-13.482,130.414,6,2022,1
-13.482,130.457,6,2022,1
-13.481,130.38,6,2022,2
-13.481,130.414,6,2022,1
-13.481,130.422,6,2022,2
-13.481,130.455,6,2022,1
-13.48,130.415,6,2022,1
-13.48,130.424,6,2022,1
-13.479,130.379,6,2022,1
-13.479,130.38,6,2022,1
-13.479,130.417,6,2022,1
-13.478,130.38,6,2022,2
-13.478,130.446,6,2022,1
-13.477,130.381,6,2022,2
-13.477,130.426,6,2022,2
-13.477,130.427,6,2022,8
-13.477,130.428,6,2022,2
